target name,ever observable,always observable,fraction of time observable
TIC900715901,True,True,1.0
TIC235905185,True,True,1.0
TIC154568734,True,True,1.0
TIC147951030,True,True,1.0
TIC142748283,True,True,1.0
TIC103633672,True,True,1.0
TIC103195323,True,True,1.0
TIC272758199,True,True,1.0
TIC269701147,True,True,1.0
TIC258871793,True,True,1.0
TIC272635712,True,True,1.0
TIC237108272,True,True,1.0
TIC232982938,True,True,1.0
TIC272672133,True,True,1.0
TIC229750058,True,True,1.0
TIC229742722,True,True,1.0
TIC160440924,True,True,1.0
TIC71431780,True,True,1.0
TIC441739871,True,True,1.0
TIC424391516,True,True,1.0
TIC420112587,True,True,1.0
TIC408618999,True,True,1.0
TIC367753709,True,True,1.0
TIC364074068,True,True,1.0
TIC259172391,True,True,1.0
TIC259168516,True,True,1.0
TIC159244568,True,True,1.0
TIC259129875,True,True,1.0
TIC230087585,True,True,1.0
TIC237104103,True,True,1.0
TIC237200747,True,True,1.0
TIC237222864,True,True,1.0
TIC230075227,True,True,1.0
TIC229791084,True,True,1.0
TIC229787062,True,True,1.0
TIC229715760,True,True,1.0
TIC229608594,True,True,1.0
TIC229586455,True,True,1.0
TIC219879302,True,True,1.0
TIC219466784,True,True,1.0
TIC219462190,True,True,1.0
TIC219436394,True,True,1.0
TIC198485881,True,True,1.0
TIC160491359,True,True,1.0
TIC258514800,True,True,1.0
TIC258777134,True,True,1.0
TIC258801269,True,True,1.0
TIC258829450,True,True,1.0
TIC259126549,True,True,1.0
TIC310981412,True,True,1.0
TIC237099296,True,True,1.0
TIC235683377,True,True,1.0
TIC376838000,True,True,1.0
TIC147576037,True,True,1.0
TIC405794804,True,True,1.0
TIC388076005,True,True,1.0
TIC387834907,True,True,1.0
TIC387527558,True,True,1.0
TIC387413037,True,True,1.0
TIC387260717,True,True,1.0
TIC387259626,True,True,1.0
TIC377739433,True,True,1.0
TIC377144784,True,True,1.0
TIC376682699,True,True,1.0
TIC288631580,True,True,1.0
TIC376637093,True,True,1.0
TIC376353509,True,True,1.0
TIC372264750,True,True,1.0
TIC367102581,True,True,1.0
TIC367099243,True,True,1.0
TIC350132371,True,True,1.0
TIC366074069,True,True,1.0
TIC365938305,True,True,1.0
TIC365733349,True,True,1.0
TIC364186197,True,True,1.0
TIC322202434,True,True,1.0
TIC322054600,True,True,1.0
TIC321857016,True,True,1.0
TIC417705690,True,True,1.0
TIC288636342,True,True,1.0
TIC288735205,True,True,1.0
TIC233009109,True,True,1.0
TIC219860288,True,True,1.0
TIC219857012,True,True,1.0
TIC298073824,True,True,1.0
TIC160045097,True,True,1.0
TIC149833117,True,True,1.0
TIC302773669,True,True,1.0
TIC468828873,True,True,1.0
TIC459969957,True,True,1.0
TIC455962313,True,True,1.0
TIC441797803,True,True,1.0
TIC441739020,True,True,1.0
TIC441732151,True,True,1.0
TIC427761355,True,True,1.0
TIC317397615,True,True,1.0
TIC317507345,True,True,1.0
TIC427654774,True,True,1.0
TIC422756130,True,True,1.0
TIC420112589,True,True,1.0
TIC236714379,True,True,1.0
TIC237232044,True,True,1.0
TIC230387153,True,True,1.0
TIC153976959,True,True,1.0
TIC103448870,True,True,1.0
TIC103633434,True,True,1.0
TIC406855039,True,True,1.0
TIC402898317,True,True,1.0
TIC394050135,True,True,1.0
TIC138168780,True,True,1.0
TIC394029948,True,True,1.0
TIC375850439,True,True,1.0
TIC153949511,True,True,1.0
TIC153951307,True,True,1.0
TIC367855829,True,True,1.0
TIC288636599,True,True,1.0
TIC367739494,True,True,1.0
TIC160487753,True,True,1.0
TIC362220495,True,True,1.0
TIC356700488,True,True,1.0
TIC1718201850,True,True,1.0
TIC356016119,True,True,1.0
TIC233182695,True,True,1.0
TIC322062001,True,True,1.0
TIC321688498,True,True,1.0
TIC316468545,True,True,1.0
TIC420645189,True,True,1.0
TIC422656370,True,True,1.0
TIC458478250,True,True,1.0
TIC427320001,True,True,1.0
TIC147950620,True,True,1.0
